ASIN,product_name,brand,FBA_label,amazon_choice,price_in_US_dollars,unit_price_flag,unit_price_USdollars,unit_price_unit,top_sales_rank,subscribe_flag,shipping_weight_in_ounces,answered_questions,rating_avg,rating_nums,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,subscribe_5_unitprice,subscribe_5_unit,subscribe_15_unitprice,subscribe_15_unit,unit_price2,unit_price,FBA,productDescription,product_image_urls,product_url,subscribe,subscribe_price_5per,shipping_weight,subscribe_price_15per_unit_price,subscribe_price_5per_unit_price,subscribe_price_15per_USdollars,subscribe_price_5per_USdollars
B000IMSYKI,Instant Prehistoric Set # 4,Toysmith,Third Party,False,6.89,True,6.89,Item,3388.0,False,0.3,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,6.89 / Item,($6.89 / Item),Ships from and sold by Star Magic.,INSTANT Foam CrittersPrehistoric AnimalsSet #4,https://m.media-amazon.com/images/I/41WISywACcL._AC_UL320_.jpg,https://www.amazon.com/3354-Conjunto-prehist%C3%B3rico-instant%C3%A1neo-4/dp/B000IMSYKI/ref=sr_1_3151?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3151&ts_id=2251594011&psc=1,,,0.3 ounces,nan,nan,,
B000IYYRXO,Caffe D’Vita Sugar Free French Vanilla Instant Cappuccino Mix Powder - Pack of 6 - 8.5 oz. cans,Caffe D'Vita,FBA,False,42.99,True,0.84,Ounce,720.0,False,80.0,3,3.4,50.0,0.21,0.07,0.21,0.11,0.41,,,,,0.84 / Ounce,($0.84 / Ounce),Sold by OnlinePrimeBrands and Fulfilled by Amazon.,"Our popular sweet vanilla and bold coffee flavors, sugar-free. Our Coffee and premium ingredients create a rich and creamy flavor experience you can enjoy with family and friends.",https://m.media-amazon.com/images/I/71eXSz3fEFL._AC_UL320_.jpg,https://www.amazon.com/Caffe-DVita-Cappuccino-8-5-Ounce-Canisters/dp/B000IYYRXO/ref=sr_1_1303?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1303&ts_id=2251594011&psc=1,,,5 pounds,nan,nan,,
B000IZ24NS,"Caffe D’Vita Caramel Cappuccino, 6 Pack (16 oz)",Caffe D'Vita,FBA,False,36.99,False,,,461.0,False,86.4,0,4.3,44.0,0.0,0.13,0.05,0.2,0.63,,,,,,1 pounds,Sold by OnlinePrimeBrands and Fulfilled by Amazon.,Bold coffee flavor with just the right amount of sweet caramel makes this popular drink a favorite indulgence. Our Coffee and premium ingredients create a rich and creamy flavor experience you can enjoy with family and friends.,https://m.media-amazon.com/images/I/615+Koi059L._AC_UL320_.jpg,https://www.amazon.com/Caffe-DVita-Cappuccino-16-Ounce-Canisters/dp/B000IZ24NS/ref=sr_1_548?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-548&ts_id=2251594011&psc=1,,,5.4 pounds,nan,nan,,
B000IZ24PG,"Caffe D’Vita Irish Cream Cappuccino, 6 Pack (16 oz)",Caffe D'Vita,FBA,False,42.99,True,0.45,Ounce,415.0,False,112.0,9,4.2,202.0,0.12,0.03,0.04,0.12,0.69,,,,,0.45 / Ounce,($0.45 / Ounce),Sold by OnlinePrimeBrands and Fulfilled by Amazon.,"Inspired by the flavor of traditional Irish coffee, our Irish Cream Cappuccino puts the flavor of The Emerald Isle in a cup. Our Coffee and premium ingredients create a rich and creamy flavor experience you can enjoy with family and friends.",https://m.media-amazon.com/images/I/61jmF5UKyxL._AC_UL320_.jpg,https://www.amazon.com/Caffe-DVita-Instant-Cappuccino-Ounces/dp/B000IZ24PG/ref=sr_1_1459?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1459&ts_id=2251594011&psc=1,,,7 pounds,nan,nan,,
B000J6BKKE,NESCAFE GOLD BLEND 1 CUP STICK PK200,Nescafa,Third Party,False,49.93,True,49.93,Count,855.0,False,22.4,0,4.6,88.0,0.02,0.03,0.06,0.13,0.76,,,,,49.93 / Count,($49.93 / Count),Ships from and sold by Yachew LTD UK.,Nescafe Gold Blend one cup sachet. Premium Nescafe granules in handy one-cup stick packs. Non-Returnable.,https://m.media-amazon.com/images/I/714HuCgz+rL._AC_UL320_.jpg,https://www.amazon.com/NESCAFE-GOLD-BLEND-STICK-PK200/dp/B000J6BKKE/ref=sr_1_2719?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2719&ts_id=2251594011&psc=1,,,1.4 pounds,nan,nan,,
B000JJNHCA,Gold Kili Instant 3-in-1 Coffee Mix 20 Sachets,Gold Kili,Third Party,False,8.3,True,0.65,Ounce,2252.0,False,16.0,0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,0.65 / Ounce,($0.65 / Ounce),Ships from and sold by Nature and Herbs.,"A blend of Gold Kili Instant Coffee, used together with top grade Nondairy Creamer and Sugar in the right proportion to give you a rich and aromatic cup of coffee in an instant.",https://m.media-amazon.com/images/I/61c0PYapwML._AC_UL320_.jpg,https://www.amazon.com/Gold-Kili-Instant-Coffee-Sachets/dp/B000JJNHCA/ref=sr_1_1300?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1300&ts_id=2251594011&psc=1,,,1 pounds,nan,nan,,
B000JSLXEK,Nescafe Original Coffee 200g (England),Nescafé,Third Party,False,20.75,True,20.75,Count,2079.0,False,24.0,0,3.0,8.0,0.5,0.0,0.0,0.0,0.5,,,,,20.75 / Count,($20.75 / Count),Ships from and sold by EpicCo.,Nescafe Original Coffee 200g (England),https://m.media-amazon.com/images/I/61DmlfQVVkL._AC_UL320_.jpg,https://www.amazon.com/Nescafe-Original-Coffee-200g-England/dp/B000JSLXEK/ref=sr_1_2835?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2835&ts_id=2251594011&psc=1,,,1.5 pounds,nan,nan,,
B000JSO1B2,Nescafe Original Coffee 50g (England),Nescafé,Third Party,False,9.99,True,0.2,Gram,5144.0,False,,0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,0.20 / Gram,($0.20 / Gram),Ships from and sold by Desi Mart 3.,,https://m.media-amazon.com/images/I/71fPDmr5xaL._AC_UL320_.jpg,https://www.amazon.com/Nescafe-Original-Coffee-50g-England/dp/B000JSO1B2/ref=sr_1_992?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-992&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B000JSQK8E,Brooke Bond Bru Coffee 100g,BRU,FBA,False,9.97,True,2.85,Ounce,1308.0,False,12.8,0,3.5,8.0,0.14,0.19,0.0,0.33,0.34,,,,,2.85 / Ounce,($2.85 / Ounce),Sold by Stallion International Trade and Fulfilled by Amazon.,"New and improved Bru Coffee now comes to you with a greater aroma and taste. In a blend that combines convenience and tradition to give you a truly aromatic cup of coffee. With a taste so enhanced, that it makes every moment a special moment. Bru Instant coffee is a blend of 70% coffee and 30% Chicory, a perennial plant. The taste that has been, and will be the favorite of coffee lovers for years.",https://m.media-amazon.com/images/I/71vFcufnB-L._AC_UL320_.jpg,https://www.amazon.com/Brooke-Bond-Bru-Coffee-100g/dp/B000JSQK8E/ref=sr_1_747?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-747&ts_id=2251594011&psc=1,,,12.8 ounces,nan,nan,,
B000JSQKA2,"Bru Instant Coffee and Roasted Chicory, 7 Ounce",BRU,FBA,False,13.91,True,1.99,Ounce,194.0,False,22.4,10,4.4,119.0,0.06,0.03,0.08,0.09,0.74,,,,,1.99 / Ounce,($1.99 / Ounce),Sold by Quality On Time and Fulfilled by Amazon.,Enjoy the rich aroma and taste of Bru Instant Coffee. Bru is made from a fine blend of fresh-roasted coffee beans for a unique blend you can enjoy instantly. Make your moments of genuine warmth and happiness more special with a warm cup of Bru. Each 7-ounce jar contains 100 servings.,https://m.media-amazon.com/images/I/81z0NkZbYjL._AC_UL320_.jpg,https://www.amazon.com/Bru-Instant-Coffee-Roasted-Chicory/dp/B000JSQKA2/ref=sr_1_169?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-169&ts_id=2251594011&psc=1,,,1.4 pounds,nan,nan,,
B000JTR7XK,NESCAFE ORIG ONE CUP STICK SACHET PK200,Nescafé,Third Party,False,48.93,True,48.93,Count,3419.0,False,19.2,0,4.8,187.0,0.01,0.02,0.02,0.08,0.86,,,,,48.93 / Count,($48.93 / Count),Ships from and sold by Parkem Superstore.,NESCAFE ORIG ONE CUP STICK SACHET PK200,https://m.media-amazon.com/images/I/91HxeEc3VsL._AC_UL320_.jpg,https://www.amazon.com/NESCAFE-ORIG-STICK-SACHET-PK200/dp/B000JTR7XK/ref=sr_1_3228?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3228&ts_id=2251594011&psc=1,,,1.2 pounds,nan,nan,,
B000KIA99O,"Folgers Classic Decaf Medium Roast Ground Coffee, 42- .9 Ounce Fraction Packets, Frac Packs",Folger,Third Party,False,39.94,True,0.95,Count,3160.0,False,51.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.95 / Count,($0.95 / Count),Ships from and sold by WareTrack.,Enjoying great taste and aroma just got easier. Make delicious cups of your favorite coffee with one convenient filter pack.,https://m.media-amazon.com/images/I/61rIPqoI6cL._AC_UL320_.jpg,https://www.amazon.com/Folger-Classic-Coffee-Decaf-Ground/dp/B000KIA99O/ref=sr_1_2430?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2430&ts_id=2251594011&psc=1,,,3.2 pounds,nan,nan,,
B000LQLO9O,Nescafe Instant Coffee 200g,Nestle,FBA,True,12.36,True,1.77,Ounce,418.0,False,9.6,0,4.7,49.0,0.03,0.0,0.02,0.14,0.81,,,,,1.77 / Ounce,($1.77 / Ounce),Sold by GreekCoffeeShop and Fulfilled by Amazon.,"Nescafe can be served either hot or cold. This Frappe drink is made by mixing it in a shaker with ice cubes, sugar, and milk to taste.",https://m.media-amazon.com/images/I/410oXWc9ViL._AC_UL320_.jpg,https://www.amazon.com/Nestle-Nescafe-Instant-Coffee-200g/dp/B000LQLO9O/ref=sr_1_266?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-266&ts_id=2251594011&psc=1,,,9.6 ounces,nan,nan,,
B000LQLOBW,"Nescafe Instant Coffee, CASE, 12x200g",Nestle,FBA,False,130.95,False,,,1441.0,False,134.4,3,5.0,9.0,0.0,0.0,0.0,0.0,1.0,,,,,,8.4 pounds (,Sold by GreekCoffeeShop and Fulfilled by Amazon.,"Nescafe can be served either hot or cold. This Frappe drink is made by mixing it in a shaker with ice cubes, sugar, and milk to taste.  For an instant hot drink just add hot water or milk to 1-1.5 teaspoon(s) of coffee and sugar to taste.
Packed in Greece.",https://m.media-amazon.com/images/I/51c6WhpnvEL._AC_UL320_.jpg,https://www.amazon.com/Nescafe-Instant-Coffee-CASE-12x200g/dp/B000LQLOBW/ref=sr_1_542?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-542&ts_id=2251594011&psc=1,,,8.4 pounds,nan,nan,,
B000LQNCM6,Nescafe Decaffeinated Instant Coffee 100g,Nestle,Third Party,False,15.05,True,4.3,Ounce,5896.0,False,6.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,,4.30 / Ounce,($4.30 / Ounce),Ships from and sold by Greek delicatessen (Ships From Greece).,"Nescafe can be served either hot or cold.   This ""Frappe"" drink is made by mixing it in a shaker with ice cubes, sugar, and milk to taste.",https://m.media-amazon.com/images/I/4115uLbVZnL._AC_UL320_.jpg,https://www.amazon.com/Nescafe-Decaffeinated-Instant-Coffee-100g/dp/B000LQNCM6/ref=sr_1_2406?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2406&ts_id=2251594011&psc=1,,,6.4 ounces,nan,nan,,
B000LQOJNC,Nescafe Decaffeinated Instant Coffee 200g,Nestle,Third Party,False,34.81,False,,,3933.0,False,10.7,0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,,,10.7 ounces (,Ships from and sold by Greek delicatessen (Ships From Greece).,"Nescafe can be served either hot or cold. This ""Frappe"" drink is made by mixing it in a shaker with ice cubes, sugar, and milk to taste.",https://m.media-amazon.com/images/I/41XmjjjaYzL._AC_UL320_.jpg,https://www.amazon.com/Nescafe-descafeinado-Caf%C3%A9-Instant%C3%A1neo-200-g/dp/B000LQOJNC/ref=sr_1_1293?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1293&ts_id=2251594011&psc=1,,,10.7 ounces,nan,nan,,
B000LQOJNW,Nescafe Instant Coffee 100g,Nestle,Third Party,False,13.35,True,13.35,Count,4755.0,False,6.4,0,3.3,4.0,0.43,0.0,0.0,0.0,0.57,,,,,13.35 / Count,($13.35 / Count),Ships from and sold by Foods'n'Goods.,"Nescafe can be served either hot or cold.   This ""Frappe"" drink is made by mixing it in a shaker with ice cubes, sugar, and milk to taste.",https://m.media-amazon.com/images/I/41SvCJeXUvL._AC_UL320_.jpg,https://www.amazon.com/Nestle-Nescafe-Instant-Coffee-100g/dp/B000LQOJNW/ref=sr_1_2332?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2332&ts_id=2251594011&psc=1,,,6.4 ounces,nan,nan,,
B000M805FK,Fireside Coffee Instant Cafe Mocha (Pumpkin Spice) (8 ounce),Fireside,FBA,False,4.49,True,4.49,Item,639.0,False,9.6,3,3.8,16.0,0.12,0.13,0.06,0.22,0.46,,,,,4.49 / Item,($4.49 / Item),Sold by Groovy Gifts & Groceries and Fulfilled by Amazon.,"Is it fall, yet? Warm up with a toasty cup of pumpkin spice - or try it over ice.",https://m.media-amazon.com/images/I/71GGBlgPYmL._AC_UL320_.jpg,https://www.amazon.com/Fireside-Pumpkin-Instant-Flavored-Canister/dp/B000M805FK/ref=sr_1_264?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-264&ts_id=2251594011&psc=1,,,9.6 ounces,nan,nan,,
B000NJZY7W,Kenco Freeze Dried Decaffeinated Coffee 500 g,Kenco,Third Party,False,56.07,True,56.07,Count,2235.0,False,17.6,0,4.6,137.0,0.02,0.02,0.07,0.1,0.8,,,,,56.07 / Count,($56.07 / Count),Ships from and sold by InSale LTD.,,https://m.media-amazon.com/images/I/51MLHE8YgDL._AC_UL320_.jpg,https://www.amazon.com/Kenco-Freeze-Dried-Decaffeinated-Coffee/dp/B000NJZY7W/ref=sr_1_1333?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1333&ts_id=2251594011&psc=1,,,1.1 pounds,nan,nan,,
B000NKQ286,Ferrara Espresso Instant Coffee 2 oz set of 2,Ferrara,FBA,False,8.38,True,2.1,Ounce,315.0,False,16.0,4,4.3,66.0,0.02,0.06,0.14,0.1,0.68,,,,,2.10 / Ounce,($2.10 / Ounce),Sold by JF Distributions and Fulfilled by Amazon.,"Ferrara instant espresso coffee mixes with water to create a delicious beverage in seconds. Preparation is quick and easy just add 1 tsp. To boiling water and stir. The 100% coffee mix dissolves quickly, so you don't need to worry about grounds. This 2 oz. Jar features a twist-Off top to keep the coffee fresh between uses.",https://m.media-amazon.com/images/I/81xvHi-qvzL._AC_UL320_.jpg,https://www.amazon.com/Ferrara-Espresso-Instant-Coffee-set/dp/B000NKQ286/ref=sr_1_309?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-309&ts_id=2251594011&psc=1,,,1 pounds,nan,nan,,
B000NL514Q,Ferrara Instant Espresso Coffee 2 oz,Ferrara,FBA,False,7.0,True,3.5,Ounce,449.0,False,8.0,15,4.2,154.0,0.09,0.03,0.11,0.19,0.59,,,,,3.50 / Ounce,($3.50 / Ounce),Sold by Green Anchor Marketplace and Fulfilled by Amazon.,"""Ferrara Instant Espresso Coffee. 100 % Choice Coffee from Brazil, Colombia, Equador and Mexico."".0261966",https://m.media-amazon.com/images/I/811Frs6zs8L._AC_UL320_.jpg,https://www.amazon.com/Ferrara-Instant-Espresso-Coffee/dp/B000NL514Q/ref=sr_1_227?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-227&ts_id=2251594011&psc=1,,,8 ounces,nan,nan,,
B000NLVGSQ,Cafe Direct Fairtrade Smooth Instant Coffee 500 G,GroceryLand,Third Party,False,52.96,False,,,,False,,0,4.4,23.0,0.11,0.0,0.05,0.0,0.83,,,,,,1.1 pounds,Ships from and sold by Parkem Superstore.,"Freeze dried instant coffee Real Taste Deliciously smooth, full-flavoured coffee. The perfect blend of Latin American and African beans. Small Philosophy... At Caf?direct we do things differently. For over 20 years we've built real relationships with smallholder growers, because the big thing smallholders have is pride and passion... and that's what makes our award-winning coffee taste so good. Big difference... In return we pay growers what they deserve, instead of paying middle men. And by working together in true partnership we do more, investing over 50% of our profits in growers to create a more sustainable future. Caf?direct. Made the small way. Taste More If you love our coffees, you'll love our tea and hot chocolates too.",https://m.media-amazon.com/images/I/71zaITnNAPL._AC_UL320_.jpg,https://www.amazon.com/Direct-Fairtrade-Smooth-Instant-Coffee/dp/B000NLVGSQ/ref=sr_1_1844?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1844&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B000NLXILY,CAFEDIRECT MEDIUM ROAST DECAFF TIN 500G,Cafedirect,Third Party,False,65.36,False,,,,False,,0,4.4,10.0,0.0,0.16,0.0,0.14,0.7,,,,,,1.1 pounds,Ships from and sold by Parkem Superstore.,CAFEDIRECT MEDIUM ROAST DECAFF TIN500G,https://m.media-amazon.com/images/I/713tD9AUGWL._AC_UL320_.jpg,https://www.amazon.com/CAFEDIRECT-MEDIUM-ROAST-DECAFF-500G/dp/B000NLXILY/ref=sr_1_4205?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4205&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B000NXECSA,Daily Chef French Vanilla Cappucino - 3 lbs.,Member's Mark,Third Party,False,12.69,True,0.26,Ounce,196.0,False,54.4,8,4.6,154.0,0.03,0.03,0.05,0.05,0.85,,,,,0.26 / Ounce,($0.26 / Ounce),Ships from and sold by Livin Cyclades.,"Gourmet coffeehouse-style French Vanilla cappuccino at a fantastic value and with only 80 calories per serving. The daily chef promise: we believe your favorite foods should be delicious and affordable enough to enjoy every day. Daily chef chooses only flavorful, quality ingredients, so every meal we help you create becomes an instant favorite.",https://m.media-amazon.com/images/I/71pmYu9D4rL._AC_UL320_.jpg,https://www.amazon.com/Daily-Chef-French-Vanilla-Cappucino/dp/B000NXECSA/ref=sr_1_813?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-813&ts_id=2251594011&psc=1,,,3.4 pounds,nan,nan,,
B000NY4SY2,Tchibo Gold Selection Instant Coffee 7oz/200g,Tchibo,FBA,False,14.48,True,14.48,Count,1925.0,False,22.4,0,4.7,6.0,0.0,0.0,0.0,0.31,0.69,,,,,14.48 / Count,($14.48 / Count),Sold by Cellar_Door_Books (Zentra LLC) and Fulfilled by Amazon.,Tchibo Gold Selection Instant Coffee Net Wt. 200g / 7oz,https://m.media-amazon.com/images/I/81ruUHYRoyL._AC_UL320_.jpg,https://www.amazon.com/Tchibo-Gold-Selection-Instant-Coffee/dp/B000NY4SY2/ref=sr_1_1276?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1276&ts_id=2251594011&psc=1,,,1.4 pounds,nan,nan,,
B000O1IAAC,NESCAFE UNSWEET Cappuccino SACH PK50 16G,Nescafé,Third Party,False,34.14,True,34.14,Count,426.0,False,35.2,0,4.5,249.0,0.05,0.03,0.05,0.08,0.79,,,,,34.14 / Count,($34.14 / Count),Ships from and sold by TisMart Global.,"Nescaf's Cafe Menu Cappuccino makes the perfect Cappuccino straight from the sachet. Simply add hot water, stir and enjoy!Unsweetened taste50 One cup sachetsTotal weight 800gIngredients: Instant Coffee, Low Fat Whitener",https://m.media-amazon.com/images/I/81aWkcO3sQL._AC_UL320_.jpg,https://www.amazon.com/NESCAFE-UNSWEET-CAPPUCCINO-SACH-PK50/dp/B000O1IAAC/ref=sr_1_1348?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1348&ts_id=2251594011&psc=1,,,2.2 pounds,nan,nan,,
B000OR17D8,Walkerswood Gift pack,Walkerswood,,False,45.0,False,,,1599.0,False,64.0,0,4.0,11.0,0.0,0.2,0.0,0.35,0.45,,,,,,1 pounds,,Made from the finest coffee beans that is uniquely Jamaican.,https://m.media-amazon.com/images/I/21rZitkls0L._AC_UL320_.jpg,https://www.amazon.com/Walkerswood-Gift-pack/dp/B000OR17D8/ref=sr_1_3268?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3268&ts_id=2251594011&psc=1,,,4 pounds,nan,nan,,
B000PG6KI0,Gold Choice Ginseng Coffee,Gold Choice,FBA,False,11.65,True,0.83,Ounce,518.0,False,16.0,0,4.3,54.0,0.09,0.03,0.08,0.07,0.72,,,,,0.83 / Ounce,($0.83 / Ounce),Sold by InfiniteeShop and Fulfilled by Amazon.,"GC instant ginseng coffee is an unique blend of ginseng (panax-quinquefolins) coffee beans. Blended with non-dairy creamer and sugar in well adjusted ratio promises rich and robust aroma.

Ingredients: Instant coffee, ginseng extract, sugar and non-dairy creamer.

Net: 400 gr (20g x 20 sachet)

Product of Pulau pinang, Malaysia",https://m.media-amazon.com/images/I/81GSeoAZexL._AC_UL320_.jpg,https://www.amazon.com/Gold-Choice-Ginseng-Coffee/dp/B000PG6KI0/ref=sr_1_510?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-510&ts_id=2251594011&psc=1,,,1 pounds,nan,nan,,
B000QY5CIA,"Nescafe Classic Instant Greek Coffee Decaf, 7-Ounce Cans",Nescafé,FBA,False,34.77,True,2.48,Ounce,1155.0,False,22.4,0,4.7,11.0,0.0,0.0,0.15,0.0,0.85,,,,,2.48 / Ounce,($2.48 / Ounce),Sold by Hermes Life and Fulfilled by Amazon.,This instant coffee by Nescafe is used for making the famous frappe iced coffee.,https://m.media-amazon.com/images/I/71OquRu7VrL._AC_UL320_.jpg,https://www.amazon.com/Nescafe-Classic-Instant-Coffee-7-Ounce/dp/B000QY5CIA/ref=sr_1_484?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-484&ts_id=2251594011&psc=1,,,1.4 pounds,nan,nan,,
B000VK7UZW,"Mount Hagen Organic Freeze Dried Instant Ground Coffee, 3.53 oz",Mount Hagen,Amazon product,False,11.81,True,3.35,Ounce,83.0,False,11.2,0,4.5,87.0,0.03,0.04,0.06,0.12,0.75,,,,,3.35 / Ounce,($3.35 / Ounce),Ships from and sold by Amazon.com.,"We have begun this journey with items for your home and body. Our products will provide the highest efficacy and performance that you would expect from the best things found on earth. We seek to use ingredients that are plant derived, GMO-free, organically certified when possible, and sourced from domestic suppliers to keep jobs in our local communities.",https://m.media-amazon.com/images/I/41uC+ykKJzL._AC_UL320_.jpg,https://www.amazon.com/Mount-Hagen-Organic-Freeze-Instant/dp/B000VK7UZW/ref=sr_1_25?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-25&ts_id=2251594011&psc=1,,,11.2 ounces,nan,nan,,
B000W522KO,The Only One Instant Ganoderma Coffee,The Only One,Third Party,False,17.95,False,,,1224.0,False,16.0,0,3.6,17.0,0.14,0.13,0.17,0.14,0.42,,,,,,1 pounds (,Ships from and sold by NPVshop.,Ganoderma coffee has arrived in a big way to rejuvenate the health and life of avid coffee loving. Ganoderma coffee is a wonderful alternative for those who cannot tolerate caffeine.,https://m.media-amazon.com/images/I/916EGarrFcL._AC_UL320_.jpg,https://www.amazon.com/La-%C3%BAnica-Instant-Ganoderma-Caf%C3%A9/dp/B000W522KO/ref=sr_1_1195?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1195&ts_id=2251594011&psc=1,,,1 pounds,nan,nan,,
